genre;id;length;avg l;stdev;stdev pc;amp;amp pc
Data;0004185f;78750;828;344;0.4160;1616;1.9494
Pop;00098f13;183675;9667;1121;0.1160;3436;0.3554
Country;0009b912;186825;10379;1528;0.1472;5080;0.4894
Rock;0009d214;188700;9435;1278;0.1355;4857;0.5147
Rock;0009dd12;189525;10529;2283;0.2168;9961;0.9460
Country;0009e012;189750;10541;1442;0.1368;5222;0.4953
Pop;000a8313;201975;10630;1383;0.1301;6127;0.5763
Folk;000abe11;206400;12141;4750;0.3912;17296;1.4245
Oldies;000b6214;218700;10935;686;0.0628;2165;0.1979
Rock;000b6314;218775;10938;1340;0.1225;5149;0.4707
Soundtrack;000be610;228600;14287;3437;0.2405;12061;0.8441
Audiobook;000c1011;231750;13632;2260;0.1657;11103;0.8144
;000c2912;233625;12979;2017;0.1554;7490;0.5770
Easy;000c4e12;236400;13133;1330;0.1013;4657;0.3545
Oldies;000c6012;237750;13208;2159;0.1635;8833;0.6687
;000c8012;240150;13341;2804;0.2101;10193;0.7639
Tango;000c8211;240300;14135;1457;0.1030;4122;0.2916
Blues;000c8212;240300;13350;5281;0.3956;23886;1.7892
Blues;000cac12;243450;13525;1027;0.0760;4240;0.3134
Soundtrack;000cbe10;244800;15300;2396;0.1566;9813;0.6413
Blues;000cbe12;244800;13600;1233;0.0906;5450;0.4007
AudioBook;000cc212;245100;13616;608;0.0447;2370;0.1740
Filmmusik;000cc312;245175;13620;2418;0.1775;8475;0.6222
Other;000cd010;246150;15384;2168;0.1409;9310;0.6051
Oldies;000cd314;246375;12318;2165;0.1758;8400;0.6818
Rap;000d3313;253575;13346;4431;0.3320;16196;1.2135
Hip;000d9e12;261600;14533;6136;0.4222;19836;1.3648
Electronic;000dab11;262575;15445;2342;0.1516;8355;0.5409
Alternative;000dad13;262725;11942;5426;0.4543;21418;1.7934
Soul;000dcd14;265125;13256;7185;0.5420;37174;2.8042
Chansons;000df514;268125;13406;2301;0.1716;8000;0.5967
Oldie;000e0e11;270000;15882;4627;0.2913;14288;0.8996
Pop;000e4811;274350;16138;2002;0.1240;6630;0.4108
Data;000e5b10;275775;17235;24377;1.4143;108045;6.2685
Game;000e6712;276675;15370;6081;0.3956;25140;1.6355
Speech;000e6f12;277275;15404;5618;0.3647;20918;1.3579
Sports;000e7511;277725;16336;5517;0.3377;21310;1.3044
Data;000e9212;279900;13995;6807;0.4863;24323;1.7379
;000e9b12;280575;15587;2552;0.1637;12123;0.7777
Regaetton;000eb513;282525;14869;2571;0.1729;10615;0.7138
Disco;000eba11;282900;16641;4240;0.2547;16230;0.9752
;000ebf11;283275;16663;4844;0.2907;21844;1.3109
Pop;000efc10;287850;17990;2186;0.1215;9379;0.5213
Rock;000f0b12;288975;16054;3489;0.2173;11071;0.6896
;000f1212;289500;16083;3052;0.1898;14053;0.8737
Country;000f1513;289725;15248;1720;0.1128;6308;0.4136
;000f2012;290550;16141;2346;0.1453;7931;0.4913
AudioBook;000f3912;292425;16245;2073;0.1276;8490;0.5225
AudioBook;000f3913;292425;15390;3773;0.2451;16968;1.1024
;000f3a12;292500;16250;2019;0.1242;7737;0.4761
Trance;000f5112;294225;16345;4675;0.2860;20002;1.2236
;000f6012;295350;16408;2302;0.1403;10623;0.6474
Popular;000f8210;297900;18618;4121;0.2213;16295;0.8751
Opera;000f8811;298350;17550;8879;0.5059;30365;1.7301
AudioBook;000f9113;299025;15738;3224;0.2048;13212;0.8394
;000f9712;299475;16637;1649;0.0991;6007;0.3610
Pop;000fb012;301350;16741;3162;0.1888;12318;0.7357
AudioBook;000fbc12;302250;16791;2589;0.1542;9439;0.5621
;000fbf12;302475;16804;3090;0.1839;13725;0.8167
;000fc512;302925;16829;3454;0.2052;15675;0.9314
;000fca12;303300;16850;1420;0.0843;5557;0.3297
;000fdd12;304725;16929;2585;0.1527;10414;0.6151
Solo;000ff413;306450;16128;4906;0.3041;19407;1.2032
Rock;000ff811;306750;18044;3935;0.2181;14361;0.7958
Misc;000ffd12;307125;17062;3740;0.2192;12907;0.7564
Audio;00100b11;308175;18127;5413;0.2986;22383;1.2347
;00101011;308550;18150;4649;0.2561;18179;1.0015
Pop;00101114;308625;15431;2052;0.1330;7664;0.4966
Other;00101b12;309375;17187;2212;0.1287;7573;0.4406
Party;00102c12;310650;17258;2289;0.1326;10200;0.5910
Dance;00102d10;310725;19420;4466;0.2300;14980;0.7713
Oldies;00103312;311175;17287;2210;0.1278;7893;0.4565
;00103b12;311775;17320;3906;0.2255;15477;0.8935
Pop;00103c12;311850;17325;3136;0.1810;12916;0.7455
Anime;00104f12;313275;17404;2513;0.1444;9963;0.5724
;00105212;313500;17416;1662;0.0954;5949;0.3415
;00105d11;314325;18489;5363;0.2900;26561;1.4365
;00105f10;314475;19654;2450;0.1247;9546;0.4856
;00106312;314775;17487;5030;0.2876;25583;1.4629
;00107712;316275;17570;3034;0.1726;14535;0.8272
Pop;00107814;316350;15817;2300;0.1454;8915;0.5636
Techno;00108112;317025;17612;2111;0.1199;6593;0.3743
Top;00108214;317100;15855;1318;0.0831;6038;0.3808
AudioBook;00109013;318150;16744;2260;0.1350;8436;0.5038
AudioBook;00109913;318825;16780;3824;0.2279;13077;0.7793
;0010ba10;321300;20081;3423;0.1704;13125;0.6535
Eurodance;0010c812;322350;17908;710;0.0396;2277;0.1271
Pop;0010ce11;322800;18988;2711;0.1427;11910;0.6272
Data;0010d210;323100;20193;3045;0.1507;11288;0.5589
Top;0010d213;323100;17005;1267;0.0745;5240;0.3081
;0010d412;323250;17958;3612;0.2011;15126;0.8422
AudioBook;0010d612;323400;17966;14197;0.7901;51100;2.8441
Klassik;0010e012;324150;18008;6281;0.3488;23752;1.3189
Hard;0010eb12;324975;18054;3349;0.1855;12422;0.6880
Christian;0010ff12;326475;18137;6371;0.3513;24230;1.3359
AudioBook;00110012;326550;18141;2599;0.1432;9012;0.4967
AudioBook;00110213;326700;17194;11650;0.6775;45182;2.6276
Pop;00111213;327900;17257;1843;0.1068;6780;0.3928
;00111a12;328500;18250;2146;0.1176;9300;0.5095
Rock;00111c11;328650;19332;2956;0.1529;10350;0.5353
Soul;00111f11;328875;19345;2650;0.1369;9025;0.4665
Techno;00112013;328950;17313;13442;0.7764;37805;2.1835
Hindi;00113311;330375;19433;4260;0.2192;17582;0.9047
Pop;00113512;330525;18362;5088;0.2771;21510;1.1714
misc;00115413;332850;17518;2382;0.1360;8585;0.4900
Hardcore;00115512;332925;18495;2081;0.1125;7498;0.4053
AudioBook;00115610;333000;20812;8259;0.3968;28166;1.3533
Dance;00115b13;333375;17546;1005;0.0573;3703;0.2110
General;00115d12;333525;18529;4310;0.2326;22452;1.2117
;00116012;333750;18541;3260;0.1758;13551;0.7308
;00116e12;334800;18600;2811;0.1511;10955;0.5889
Other;00118413;336450;17707;2489;0.1405;9276;0.5238
Trance;00118512;336525;18695;3779;0.2021;17526;0.9374
Dance;00118e12;337200;18733;4615;0.2463;15028;0.8022
Vocal;00118f10;337275;21079;3423;0.1623;13179;0.6251
Speech;00119812;337950;18775;6679;0.3557;23152;1.2331
;00119a13;338100;17794;4556;0.2560;20575;1.1562
Rock;00119e10;338400;21150;4827;0.2282;15090;0.7134
Hard;0011a312;338775;18820;4565;0.2425;18817;0.9997
Europop;0011a411;338850;19932;9798;0.4915;42033;2.1087
Pop;0011a414;338850;16942;4203;0.2481;18210;1.0748
;0011ab12;339375;18854;2848;0.1510;10916;0.5789
Drum;0011ac11;339450;19967;4170;0.2088;16311;0.8168
Hard;0011b110;339825;21239;3496;0.1646;12307;0.5794
Dance;0011b611;340200;20011;5453;0.2725;17968;0.8978
Rock;0011c411;341250;17062;9977;0.5847;34209;2.0049
Dance;0011cd13;341925;17996;4641;0.2579;21307;1.1839
Pop;0011d012;342150;19008;2437;0.1282;7892;0.4151
Rock;0011d112;342225;17111;6482;0.3788;26550;1.5516
Dance;0011d513;342525;18027;3812;0.2114;14035;0.7785
;0011d712;342675;19037;3817;0.2005;14869;0.7810
Data;0011ed11;344325;20254;6132;0.3027;19672;0.9712
Techno;0011f010;344550;21534;3797;0.1763;11853;0.5504
Electronic;0011f311;344775;20280;9462;0.4665;32092;1.5823
Ballad;0011f413;344850;18150;5347;0.2946;22370;1.2325
;0011f512;344925;19162;5664;0.2955;25913;1.3522
Pop;0011ff13;345675;18193;4360;0.2396;14316;0.7868
Classic;00120111;345825;20342;4779;0.2349;20290;0.9974
;00120713;346275;18225;3255;0.1786;12212;0.6700
Electro;00120b11;346575;20386;4162;0.2041;13908;0.6822
AudioBook;00120d11;346725;20395;11511;0.5644;39130;1.9185
Pop;00121214;347100;17355;2464;0.1420;11648;0.6711
CD;00121411;347250;20426;2059;0.1008;7211;0.3530
pop;00121512;347325;19295;4490;0.2327;20717;1.0736
Rock;00121812;347550;19308;3024;0.1566;9877;0.5115
Blues;00122a10;348900;21806;7162;0.3284;21145;0.9696
Pop;00123013;349350;18386;2891;0.1572;10015;0.5446
Pop;00123912;350025;19445;3892;0.2001;14700;0.7559
;00123d11;350325;20607;6198;0.3007;20822;1.0104
Pop;00124112;350625;19479;5375;0.2759;25433;1.3056
Language;00124212;350700;19483;17539;0.9002;54716;2.8083
Books;00124412;350850;19491;4634;0.2377;18890;0.9691
;00124512;350925;19495;4397;0.2255;16461;0.8443
Pop;00124b12;351375;19520;5638;0.2888;25979;1.3308
Deep;00124e10;351600;21975;3217;0.1464;13504;0.6145
;00125912;352425;17621;7084;0.4020;29506;1.6744
Rock;00125913;352425;18548;4522;0.2438;19764;1.0655
;00125b12;352575;19587;4833;0.2467;19212;0.9808
Hard;00125d12;352725;19595;5017;0.2560;22262;1.1360
Hoerbuch;00126211;353100;20770;7672;0.3693;25004;1.2038
Jazz;00126310;353175;22073;5797;0.2626;23078;1.0455
;00126914;353625;17681;1958;0.1107;6714;0.3797
Other;00126f12;354075;16860;7439;0.4412;27879;1.6534
J;00127210;354300;22143;2935;0.1325;9828;0.4438
Data;00127410;354450;19691;8535;0.4334;30860;1.5671
Trance;00127411;354450;20850;3223;0.1546;13304;0.6380
TOP40;00127b13;354975;18682;1889;0.1011;7210;0.3859
Electronic;00127e13;355200;18694;3480;0.1861;15142;0.8099
Techno;00127f10;355275;22204;8965;0.4037;26255;1.1824
Data;00128910;356025;22251;6361;0.2859;26835;1.2059
Israeli;00128b13;356325;18753;3805;0.2028;12477;0.6652
Trance;00129c10;357450;22340;4705;0.2106;15654;0.7006
Dance;00129d11;357525;21030;7673;0.3648;27830;1.3232
Dance;0012a212;357900;19883;2959;0.1488;9828;0.4942
Dance;0012a812;358350;19908;5691;0.2858;24512;1.2312
;0012b313;359175;18903;6059;0.3205;24295;1.2851
;0012b711;359475;21145;8085;0.3823;36922;1.7460
;0012b812;359550;19975;6243;0.3125;32188;1.6114
Indie;0012b911;359625;21154;6418;0.3034;26080;1.2328
Club;0012c012;360150;20008;4280;0.2139;16569;0.8281
Noise;01049301;95325;95325;0;0.0000;0;0.0000
Soundtrack;0109bc12;187050;10391;4487;0.4318;14003;1.3475
Rock;010a1912;194025;10779;934;0.0866;3438;0.3189
Rock;010b2311;213975;12586;7300;0.5799;33003;2.6220
Dancefloor;010b2713;214275;11277;2627;0.2329;9403;0.8337
Hip;010b7411;220050;12944;6120;0.4728;20243;1.5638
;010b9f12;223275;12404;1815;0.1463;6833;0.5508
Rock;010ba915;224025;10667;3526;0.3305;15645;1.4665
Rock;010bc814;226350;11317;1597;0.1411;5232;0.4622
Pop;010bca12;226500;12583;3920;0.3115;14304;1.1367
Blues;010bef12;229275;12737;882;0.0693;3793;0.2977
Schlager;010c1612;232200;12900;2529;0.1960;9997;0.7749
Blues;010c1f12;232875;12937;1051;0.0812;4436;0.3428
Spoken;010c4a13;236100;12426;5576;0.4487;20119;1.6190
Swing;010c8912;240825;13379;842;0.0630;3175;0.2373
Easy;010cb813;244350;12860;1728;0.1343;6284;0.4886
Pop;010cd812;246750;13708;2538;0.1851;8439;0.6156
;010d1613;251400;13231;2246;0.1698;7785;0.5883
Soul;010d1f14;252075;12603;818;0.0649;3759;0.2982
Speech;010d2c12;253050;14058;3178;0.2260;14206;1.0105
Data;010d3911;254025;14942;23145;1.5489;101972;6.8242
Sprachen;010d7612;258600;14366;7635;0.5314;29619;2.0616
Vocal;010d7712;258675;14370;733;0.0510;2838;0.1974
Dance;010d9310;260775;16298;1876;0.1151;7033;0.4315
Pop;010d9a10;261300;16331;3191;0.1954;12926;0.7914
Rock;010daa14;262500;13125;2553;0.1945;9814;0.7477
Folk;010e0111;269025;15825;4175;0.2638;13885;0.8774
Folk;010e2012;271350;15075;2932;0.1945;8380;0.5558
Country;010e5b11;275775;16222;2892;0.1783;10116;0.6235
Pop;010e7414;277650;13882;3365;0.2423;14400;1.0372
;010e8f12;279675;15537;2343;0.1508;8882;0.5716
Big;010e9912;280425;15579;6348;0.4075;20775;1.3335
Pop;010e9c12;280650;15591;1711;0.1097;7377;0.4731
OST;010ea210;281100;17568;4366;0.2485;19672;1.1197
Reggae;010ebb14;282975;14148;2572;0.1817;7318;0.5172
Country;010ed014;284550;14227;2096;0.1473;7273;0.5111
;010ed411;284850;16755;1993;0.1189;8528;0.5089
Other;010ed912;285225;15845;1869;0.1179;8699;0.5489
Pop;010edf11;285675;16804;3881;0.2309;12246;0.7287
House;010ee212;285900;15883;8313;0.5233;41240;2.5964
Audiobook;010ee313;285975;15051;3103;0.2061;14553;0.9668
Alternative;010eec11;286650;16861;2562;0.1519;10928;0.6480
;010ef112;287025;15945;1774;0.1112;5923;0.3714
Sampler;010ef210;287100;17943;2147;0.1197;7859;0.4379
Alternative;010ef510;287325;17957;2526;0.1406;8138;0.4531
Electronic;010efd12;287925;15995;2965;0.1854;11215;0.7011
Oldies;010f0012;288225;16012;3227;0.2015;10366;0.6473
;010f2112;290625;16145;2560;0.1585;9253;0.5730
Various;010f2d12;291525;16195;2602;0.1606;11355;0.7011
Dance;010f4112;293025;16279;2253;0.1384;7602;0.4669
Folk;010f4714;293475;14673;4472;0.3047;19300;1.3152
Other;010f4812;293550;16308;2113;0.1296;10334;0.6336
Other;010f4f12;294075;16337;2271;0.1390;9472;0.5797
Pop;010f5212;294300;16350;1748;0.1069;6712;0.4105
Rock;010f5322;294375;8658;4585;0.5295;19302;2.2293
Top;010f5c12;295050;16391;2281;0.1392;9584;0.5846
Jazz;010f5e11;295200;17364;10220;0.5885;33975;1.9565
Fast;010f5e12;295200;16400;2960;0.1805;14009;0.8542
Other;010f6312;295575;16420;1841;0.1121;7185;0.4375
Rock;010f6a12;296100;16450;2393;0.1454;9265;0.5632
;010f7512;296925;16495;2081;0.1261;8296;0.5029
Folk;010f8014;297750;14887;4371;0.2936;16792;1.1279
Instrumental;010f8a12;298500;16583;2902;0.1750;12600;0.7597
Dance;010f8c12;298650;16591;2751;0.1658;13776;0.8302
AudioBook;010f9b12;299775;16654;2342;0.1406;7944;0.4769
Pop;010f9d13;299925;15785;1395;0.0883;5891;0.3731
Pop;010fa411;300450;17673;15306;0.8660;65775;3.7216
Vocal;010fb111;301425;17730;3629;0.2046;13568;0.7652
Dance;010fbd11;302325;17783;3139;0.1765;12102;0.6805
;010fc112;302625;16812;3001;0.1785;11544;0.6866
;010fd811;304350;17902;2950;0.1647;10676;0.5963
Pop;010ff210;306300;19143;1929;0.1007;7953;0.4154
New;010ff212;306300;17016;2567;0.1508;9938;0.5840
;010ffc11;307050;18061;3073;0.1701;13032;0.7215
Top;01100a12;308100;17116;1736;0.1014;6024;0.3519
Posaune;01101313;308775;16251;4599;0.2830;18410;1.1328
Pop;01101f12;309675;17204;2442;0.1419;10195;0.5925
Karaoke;01102712;310275;17237;2068;0.1199;7443;0.4317
Game;01102b23;310575;8873;3450;0.3888;19318;2.1770
;01104b12;312975;17387;5723;0.3291;25262;1.4528
Audio;01105111;313425;18436;2742;0.1487;8941;0.4849
R;01105811;313950;18467;2730;0.1478;9378;0.5078
Speech;01105d0f;314325;20955;3730;0.1780;14387;0.6865
AudioBook;01107712;316275;17570;2555;0.1454;10685;0.6081
Folk;01108f11;318075;18710;6056;0.3236;21910;1.1710
Audio;0110ab11;320175;18833;2645;0.1404;8515;0.4521
game;0110ab21;320175;9702;5927;0.6109;32034;3.3017
Rock;0110ae11;320475;18851;4274;0.2267;16261;0.8625
Data;0110af13;320475;16867;2388;0.1415;9052;0.5366
Celtic;0110b512;321000;17833;5317;0.2981;18831;1.0559
Rock;0110b612;321000;17833;3368;0.1889;13715;0.7690
Karaoke;0110b812;321150;17841;2699;0.1513;10800;0.6053
Country;0110c211;321900;18935;3170;0.1674;10838;0.5723
Electronic;0110c510;322125;20132;7826;0.3887;35392;1.7579
;0110c812;322350;17908;3865;0.2158;13521;0.7550
Karaoke;0110cb12;322575;17920;1432;0.0799;4800;0.2678
Pop;0110cc12;322650;17925;2275;0.1269;9002;0.5022
Audio;0110d511;323325;19019;4882;0.2566;16453;0.8650
Soundtrack;0110d724;323475;8985;7877;0.8766;39735;4.4221
Karaoke;0110d912;323625;17979;2094;0.1165;5554;0.3089
Dance;0110ee13;325200;17115;1820;0.1063;7442;0.4348
;0110f512;325725;18095;3493;0.1930;15552;0.8594
House;0110f712;325875;18104;1692;0.0935;6681;0.3690
hardstyle;0110fc12;326250;18125;3155;0.1740;12230;0.6747
Hip;01110211;326700;19217;1871;0.0973;6053;0.3149
Hardcore;01110411;326850;19226;2878;0.1497;10285;0.5349
;01110512;326925;18162;4111;0.2263;16580;0.9128
;01110b12;327375;18187;3605;0.1982;13046;0.7173
R;01111c12;328650;18258;2667;0.1460;9975;0.5463
sopranosax;01112611;329400;19376;9040;0.4665;32069;1.6550
Data;01112b11;329775;19398;5807;0.2993;27585;1.4220
Speech;01112b14;329775;16488;8162;0.4950;37493;2.2738
Top;01113612;330600;18366;2536;0.1381;8959;0.4877
;01114011;331350;19491;7414;0.3804;32315;1.6579
AudioBook;01114212;331500;18416;3266;0.1773;10731;0.5826
;01114412;331650;18425;2830;0.1536;10947;0.5941
Rock;01114612;331800;18433;3813;0.2068;16044;0.8703
Classical;01114a10;332100;20756;34433;1.6589;125727;6.0573
Techno;01114c11;332250;19544;5159;0.2639;25250;1.2919
AudioBook;0111560f;333000;22200;8800;0.3964;30400;1.3693
Country;01115612;333000;18500;5544;0.2997;29491;1.5941
Speech;01115711;333075;19592;3805;0.1942;12778;0.6521
Alternative;01115812;333150;18508;3978;0.2149;20245;1.0938
UnClassifiable;01115a11;333300;19605;4869;0.2483;15480;0.7895
Rock;01116313;333975;17577;4504;0.2562;21042;1.1970
Dangdut;01116610;334200;20887;3210;0.1536;11182;0.5353
Trance;01116e11;334800;19694;3867;0.1963;11095;0.5633
Disco;01116f14;334875;16743;2641;0.1577;8893;0.5311
Folk;01117f11;336075;19769;6154;0.3113;26349;1.3328
Hard;01118112;336225;18679;4770;0.2553;14398;0.7708
;01118512;336525;18695;4329;0.2315;16005;0.8560
Pop;01118513;336525;17711;3628;0.2048;14790;0.8350
;01118c12;337050;18725;3903;0.2084;16862;0.9005
AudioBook;01118f14;337275;16863;5554;0.3293;21782;1.2916
AudioBook;01119612;337800;18766;4808;0.2562;20340;1.0838
Trance;01119812;337950;18775;5135;0.2735;17726;0.9441
Pop;01119912;338025;18779;2222;0.1183;7900;0.4206
Wave;0111a212;338700;18816;4110;0.2184;14850;0.7891
Rock;0111a513;338925;17838;4228;0.2370;15258;0.8553
Pop;0111a611;339000;19941;2318;0.1162;8476;0.4250
Spanien;0111a814;339150;16957;2321;0.1369;10272;0.6057
Techno;0111b012;339750;18875;4638;0.2457;23991;1.2710
Disco;0111b614;340200;17010;3989;0.2345;17664;1.0384
Speech;0111b811;340350;20020;5727;0.2860;21038;1.0508
;0111b911;340425;20025;4045;0.2020;14619;0.7300
Pop;0111c414;341250;17062;2999;0.1757;12566;0.7364
Data;0111cd13;341925;17996;4447;0.2471;19721;1.0958
diverse;0111d410;342450;21403;6628;0.3097;31225;1.4588
;0111d912;342825;19045;1683;0.0884;7535;0.3956
Hip;0111df14;343275;17163;8256;0.4810;28007;1.6317
Pop;0111e110;343425;21464;4490;0.2091;13797;0.6427
Electronic;0111e111;343425;20201;7229;0.3578;28955;1.4333
Pop;0111e212;343500;19083;3319;0.1739;11902;0.6236
UnClassifiable;0111f511;344925;20289;9848;0.4853;42890;2.1138
Pop;0111fe12;345600;19200;2886;0.1503;13092;0.6818
Electronic;01120211;345900;20347;9485;0.4661;32184;1.5817
AudioBook;01120613;346200;18221;2219;0.1218;7635;0.4190
Techno;01120e12;346800;19266;6004;0.3116;20493;1.0636
Pop;01121410;347250;21703;3127;0.1441;14122;0.6506
Pop;01121813;347550;18292;3112;0.1701;11023;0.6026
;01121912;347625;19312;7438;0.3851;29909;1.5486
Pop;01122310;348375;21773;4313;0.1980;17365;0.7975
Speech;01122612;348600;19366;4952;0.2557;18082;0.9336
Nederlands;01122a13;348900;18363;2628;0.1431;11897;0.6478
Club;01122b10;348975;21810;7970;0.3654;37434;1.7162
;01122b12;348975;19387;6053;0.3122;27394;1.4129
Christmas;01122d12;349125;19395;4131;0.2129;12536;0.6463
Books;01123211;349500;20558;4273;0.2078;18593;0.9043
Pop;01123413;349650;18402;2078;0.1129;7633;0.4147
Rap;01123912;350025;19445;15398;0.7918;74391;3.8255
Techno;01123b12;350175;19454;1627;0.0836;6938;0.3566
House;01124512;350925;19495;4147;0.2127;17674;0.9065
House;01124810;351150;21946;3619;0.1648;15173;0.6913
Metal;01124812;351150;19508;5677;0.2910;26983;1.3831
Pirate;01125112;351825;19545;3178;0.1626;12733;0.6514
Pop;01125114;351825;17591;3298;0.1875;14375;0.8171
Dream;01125912;352425;19579;7018;0.3584;26549;1.3559
Dancefloor;01126415;353250;16821;4369;0.2597;21903;1.3020
Progressive;01126a11;353700;20805;3391;0.1630;15170;0.7291
Rock;01126a12;353700;19650;6102;0.3105;32397;1.6487
Pop;01126d14;353925;17696;2056;0.1162;6365;0.3596
Comedy;01126f23;354075;10116;5065;0.5007;19018;1.8799
Hard;01127511;354525;20854;4108;0.1969;14570;0.6986
Trance;01128211;355500;20911;5550;0.2654;24483;1.1707
Funk;01128213;355500;18710;3684;0.1969;12421;0.6638
Data;01128311;355575;18714;7099;0.3793;25465;1.3607
Trance;01128a13;356100;18742;4365;0.2328;15640;0.8344
Dream;01128f12;356475;19804;3400;0.1716;11323;0.5717
Audiobook;01129913;357225;18801;4490;0.2388;18429;0.9801
Pop;01129e13;357600;18821;5859;0.3113;19523;1.0372
Pop;0112a014;357750;17887;3655;0.2043;13886;0.7762
Pop;0112a113;357825;18832;2545;0.1351;7942;0.4217
;0112a511;358125;21066;4493;0.2133;16445;0.7806
Pop;0112a912;358425;19912;4123;0.2071;16646;0.8359
R;0112ac13;358650;18876;2415;0.1279;10387;0.5502
Techno;0112b912;359625;19979;6331;0.3169;22283;1.1153
Data;0112d063;361425;3650;1597;0.4376;8223;2.2524
Pop;01148d12;394725;21929;4843;0.2208;15740;0.7177
Trance;0114d311;399975;23527;9961;0.4233;30648;1.3026
;02000d01;1125;1125;0;0.0000;0;0.0000
Beat;02001201;1500;1500;0;0.0000;0;0.0000
Data;02001501;1725;1725;0;0.0000;0;0.0000
Unknown;02001601;1800;1800;0;0.0000;0;0.0000
Speech;02001d01;2325;581;922;1.5865;2184;3.7574
Other;02001f01;2475;2475;0;0.0000;0;0.0000
Polka;02002001;2550;2550;0;0.0000;0;0.0000
Hard;02002101;2625;2625;0;0.0000;0;0.0000
Beat;02002501;2925;2925;0;0.0000;0;0.0000
Data;02002701;3075;3075;0;0.0000;0;0.0000
;02002c01;3450;3450;0;0.0000;0;0.0000
;02002d01;3525;3525;0;0.0000;0;0.0000
;02002f01;3675;3675;0;0.0000;0;0.0000
;02003201;3900;3900;0;0.0000;0;0.0000
Black;02003501;4125;4125;0;0.0000;0;0.0000
data;02004701;5475;5475;0;0.0000;0;0.0000
poesia;02004901;5625;5625;0;0.0000;0;0.0000
Rock;02004a01;5700;5700;0;0.0000;0;0.0000
;02004e01;6000;6000;0;0.0000;0;0.0000
Hip;02006d01;8325;8325;0;0.0000;0;0.0000
;02007d01;9525;9525;0;0.0000;0;0.0000
Data;02008301;9975;9975;0;0.0000;0;0.0000
axe;02008701;10275;10275;0;0.0000;0;0.0000
;02008801;10350;10350;0;0.0000;0;0.0000
pop;02008f01;10875;10875;0;0.0000;0;0.0000
Rock;02009a01;11700;3900;5411;1.3874;11551;2.9617
Christmas;02009d01;11925;11925;0;0.0000;0;0.0000
Pop;02009e01;12000;12000;0;0.0000;0;0.0000
Rock;0200a201;12300;12300;0;0.0000;0;0.0000
Rock;0200a401;12450;12450;0;0.0000;0;0.0000
Jazz;0200a501;12525;12525;0;0.0000;0;0.0000
Other;0200a601;12600;12600;0;0.0000;0;0.0000
Unknown;0200a701;12675;12675;0;0.0000;0;0.0000
Eurovision;0200a801;12750;12750;0;0.0000;0;0.0000
Rock;0200b101;13425;13425;0;0.0000;0;0.0000
Classical;0200b401;13650;13650;0;0.0000;0;0.0000
Metal;0200b701;13875;13875;0;0.0000;0;0.0000
Schlager;0200c001;14550;14550;0;0.0000;0;0.0000
Metal;0200c301;14775;14775;0;0.0000;0;0.0000
Pop;0200c501;14925;3731;6376;1.7090;14777;3.9603
Rock;0200c601;15000;15000;0;0.0000;0;0.0000
Folk;0200cb01;15375;15375;0;0.0000;0;0.0000
Pop;0200cc01;15450;15450;0;0.0000;0;0.0000
Neamen;0200ce01;15600;15600;0;0.0000;0;0.0000
Pop;0200d101;15825;15825;0;0.0000;0;0.0000
J;0200d301;15975;15975;0;0.0000;0;0.0000
Pop;0200d501;16125;16125;0;0.0000;0;0.0000
Rock;0200d901;16425;16425;0;0.0000;0;0.0000
Chanson;0200da01;16500;16500;0;0.0000;0;0.0000
Pop;0200e001;16950;16950;0;0.0000;0;0.0000
Rock;0200e201;17100;17100;0;0.0000;0;0.0000
J;0200e401;17250;17250;0;0.0000;0;0.0000
Pop;0200e501;17325;17325;0;0.0000;0;0.0000
JPop;0200ec01;17850;17850;0;0.0000;0;0.0000
Pop;0200ed01;17925;17925;0;0.0000;0;0.0000
Instrumental;0200f001;18150;18150;0;0.0000;0;0.0000
Bebob;0200f401;18450;18450;0;0.0000;0;0.0000
J;0200f601;18600;18600;0;0.0000;0;0.0000
Rock;0200f701;18675;18675;0;0.0000;0;0.0000
Rock;0200fb01;18975;18975;0;0.0000;0;0.0000
Punk;0200ff01;19275;19275;0;0.0000;0;0.0000
J;02010001;19350;19350;0;0.0000;0;0.0000
Dance;02010201;19500;19500;0;0.0000;0;0.0000
Latin;02010301;19575;19575;0;0.0000;0;0.0000
Rock;02010401;19650;19650;0;0.0000;0;0.0000
Rock;02010501;19725;4931;8455;1.7146;19577;3.9699
Rock;02010701;19875;19875;0;0.0000;0;0.0000
Rap;02010c01;20250;20250;0;0.0000;0;0.0000
Hip;02010d01;20325;20325;0;0.0000;0;0.0000
Horrorcore;02010f01;20475;20475;0;0.0000;0;0.0000
Hard;02011101;20625;20625;0;0.0000;0;0.0000
JPop;02011401;20850;20850;0;0.0000;0;0.0000
Rap;02011701;21075;21075;0;0.0000;0;0.0000
Rap;02011801;21150;21150;0;0.0000;0;0.0000
JPop;02011d01;21525;21525;0;0.0000;0;0.0000
Soundtrack;02012101;21825;5456;9364;1.7162;21677;3.9728
Latin;02012201;21900;21900;0;0.0000;0;0.0000
Rock;02012a01;22500;22500;0;0.0000;0;0.0000
Alternative;02012c01;22650;22650;0;0.0000;0;0.0000
Data;02012d01;22725;22725;0;0.0000;0;0.0000
Metal;02013101;23025;5756;9859;1.7128;22834;3.9668
;02013201;23100;23100;0;0.0000;0;0.0000
Rock;02013a01;23700;23700;0;0.0000;0;0.0000
