genre;id;length;avg l;stdev;stdev pc;amp;amp pc
Rock;00093713;177075;9319;6067;0.6510;26953;2.8920
Country;0009e012;189750;10541;1442;0.1368;5222;0.4953
Reggae;000b0a12;212100;10605;3921;0.3697;15358;1.4481
Rock;000b1f14;213675;10683;1500;0.1404;5366;0.5022
Reggae;000b7a12;220500;11025;4151;0.3765;16588;1.5045
;000b9d12;223125;11156;6397;0.5734;24141;2.1638
Rap;000ba412;223650;12425;4255;0.3425;14309;1.1516
Reggae;000bae12;224400;12466;1728;0.1386;6985;0.5602
;000c4911;236025;13883;5772;0.4157;19621;1.4132
Dancehall;000c7612;239400;13300;964;0.0724;3321;0.2496
Ska;000ca013;242550;12765;2076;0.1626;8025;0.6286
Reggae;000cce14;246000;12300;1874;0.1524;7125;0.5792
Reggae;000ce614;247800;12390;2228;0.1798;10280;0.8297
Dance;000cfe12;249600;13866;6767;0.4880;19723;1.4223
Reggae;000d4514;254925;12746;1760;0.1380;6422;0.5038
Reggae;000d6712;257475;14304;7889;0.5515;23932;1.6730
reggae;000d6914;257625;12881;1068;0.0829;3661;0.2842
Rap;000d6f13;258075;13582;4998;0.3680;18704;1.3770
Reggae;000d7f12;259275;14404;2944;0.2044;14203;0.9860
Reggae;000dae12;262800;14600;2327;0.1593;9986;0.6839
Reggae;000db512;263325;14629;4695;0.3209;16127;1.1023
Rap;000dbf12;264075;14670;5666;0.3862;19831;1.3517
;000dc812;264750;14708;1855;0.1261;6127;0.4165
Rap;000dc910;264825;16551;2359;0.1425;8894;0.5373
Reggae;000dcb14;264975;13248;2313;0.1745;8822;0.6658
Pop;000dd614;265800;13290;3132;0.2356;11020;0.8291
Dance;000e0511;269325;15842;1466;0.0925;4910;0.3099
Reggae;000e0c14;269850;13492;2578;0.1911;11165;0.8274
Reggae;000e2410;271650;16978;787;0.0463;2988;0.1759
Reggae;000e2714;271875;13593;1685;0.1239;5828;0.4287
Hip;000e2b10;272175;17010;3349;0.1968;11675;0.6863
Reggae;000e2c12;272250;15125;6082;0.4021;18908;1.2501
Rap;000e3912;273225;15179;2559;0.1686;9617;0.6335
Reggae;000e3e11;273600;16094;6931;0.4306;30519;1.8962
Reggae;000e4a10;274500;17156;2454;0.1430;9865;0.5750
;000e9410;280050;15558;6208;0.3990;26870;1.7270
Rap;000e9f12;280875;15604;4205;0.2694;17369;1.1131
Reggae;000ec714;283875;14193;2135;0.1504;8345;0.5879
;000ef312;287175;15954;2700;0.1692;9875;0.6189
Reggae;000f0813;288750;15197;2424;0.1595;9000;0.5922
Soca;000f1f12;290475;16137;2790;0.1729;8966;0.5556
Reggae;000f2b12;291375;16187;622;0.0384;2776;0.1714
;000f3111;291825;15359;5738;0.3735;22312;1.4526
Reggae;000f3712;292275;16237;2059;0.1268;9082;0.5593
Reggae;000f3c11;292650;17214;2110;0.1226;7700;0.4472
Reggae;000f4010;292950;18309;6694;0.3656;24823;1.3557
Reggae;000f4514;293325;14666;1494;0.1019;6312;0.4303
Dance;000f4812;293550;16308;1798;0.1102;8308;0.5094
Reggae;000f5e11;295200;17364;5498;0.3166;19763;1.1381
Reggae;000f6011;295350;17373;5494;0.3162;19763;1.1375
Pop;000f6c12;296250;16458;1840;0.1118;5370;0.3262
Reggae;000f9212;299100;16616;1273;0.0766;5795;0.3487
Reggae;000f9f14;300075;15003;2656;0.1770;9701;0.6465
Reggae;000fbe11;302400;15915;6148;0.3863;27182;1.7078
Reggae;000fcf13;303675;15982;1742;0.1090;6682;0.4180
Reggae;000fd912;304425;16912;1871;0.1106;7859;0.4646
Reggae;000fe712;305475;16970;1453;0.0856;5810;0.3423
Rap;000feb12;305775;16987;6634;0.3905;21521;1.2668
;000ff212;306300;17016;2887;0.1697;12121;0.7123
Rock;000ff912;306825;17045;3639;0.2134;14366;0.8427
Reggae;000fff14;307275;15363;1385;0.0901;5099;0.3318
Reggae;00101e11;309600;18211;4270;0.2344;16689;0.9163
Dance;00102014;309750;15487;1042;0.0673;4402;0.2842
Pop;00102212;309900;17216;1968;0.1143;6058;0.3518
;0010270f;310275;20685;11761;0.5686;42539;2.0565
Rap;00103812;311550;17308;2213;0.1278;9411;0.5437
Pop;00104811;312750;18397;4510;0.2451;17206;0.9352
Reggae;00104c11;313050;18414;4833;0.2624;19551;1.0617
Reggae;00106e11;315600;18564;1032;0.0556;4557;0.2454
Rap;00108b12;317775;17654;5581;0.3161;26016;1.4736
Reggae;00109612;318600;15930;6290;0.3948;24914;1.5639
Reggae;00109e12;319200;17733;1337;0.0754;5294;0.2985
Reggae;0010ad12;320325;17795;4722;0.2653;20571;1.1559
Reggae;0010b112;320625;17812;1063;0.0596;4373;0.2455
Reggae;0010b912;321225;17845;2012;0.1127;9420;0.5278
Reggae;0010c512;322125;17895;1226;0.0685;4707;0.2630
Reggae;0010d411;323250;19014;2555;0.1343;9609;0.5053
Reggae;0010e212;324300;16215;6563;0.4047;31080;1.9167
Pop;00111a11;328500;19323;3050;0.1578;12190;0.6308
Reggae;00111f12;328875;18270;1374;0.0752;4875;0.2668
R;00112312;329175;18287;1957;0.1070;6728;0.3679
;00112711;329475;14976;9292;0.6205;30434;2.0321
Reggae;00112e12;330000;18333;7789;0.4248;30253;1.6501
Rap;00113612;330600;18366;2800;0.1524;13669;0.7442
Reggae;00113812;330750;18375;5165;0.2811;25916;1.4103
Reggae;00114713;331875;17467;3970;0.2272;18350;1.0505
;00114e11;332400;19552;5574;0.2850;19525;0.9985
Reggae;00115012;332550;18475;4126;0.2233;16619;0.8995
Reggae;00115413;332850;17518;1243;0.0709;3925;0.2240
Dance;00115612;333000;18500;4798;0.2593;24337;1.3155
Reggae;00115810;333150;20821;5390;0.2589;22550;1.0829
Reggae;00117312;335175;18620;4697;0.2522;21035;1.1296
Vocal;00117513;335325;17648;2148;0.1217;10802;0.6120
Reggae;00117813;335550;17660;1205;0.0682;4970;0.2814
Heavy;00118011;336150;19773;4277;0.2163;18610;0.9411
Pop;00118512;336525;18695;2805;0.1500;13022;0.6965
;00118c11;337050;19826;7169;0.3616;21484;1.0836
Reggae;00118d14;337125;16856;1925;0.1142;6188;0.3671
Reggae;0011be12;340800;18933;2446;0.1292;8975;0.4740
Salsa;0011d210;342300;21393;1030;0.0481;3719;0.1738
dub;00120510;346125;21632;7725;0.3571;25663;1.1862
Reggae;00120f12;346875;19270;1233;0.0640;4983;0.2585
Schlager;00123014;349350;17467;2227;0.1275;9957;0.5700
Jungle;00124110;350625;21914;4859;0.2217;16570;0.7561
Lovers;00125a10;352500;22031;4130;0.1875;12960;0.5882
;00126212;353100;19616;2467;0.1257;7838;0.3995
;00127713;354675;18667;5244;0.2809;18796;1.0069
Reggae;00127c13;355050;18686;4009;0.2145;18796;1.0058
Gospel;00128812;355950;19775;5966;0.3016;25751;1.3021
Reggae;0012a436;358050;6630;1722;0.2598;8318;1.2544
Rock;0012a812;358350;19908;4094;0.2056;14898;0.7483
Reggaeton;0012b912;359625;19979;10838;0.5424;41634;2.0838
Hip;01080a12;154500;8583;4277;0.4983;14294;1.6653
Ska;010b0e10;212400;13275;1607;0.1210;6825;0.5141
Reggae;010b4412;216450;12025;2867;0.2384;12225;1.0166
Reggae;010b5a13;218100;11478;1831;0.1595;6457;0.5625
Reggae;010b6a10;219300;13706;3127;0.2281;14359;1.0476
Reggae;010b9712;222675;12370;1476;0.1193;5175;0.4183
Reggae;010bc411;226050;13297;3180;0.2391;13887;1.0443
Reggae;010bc611;226200;13305;3184;0.2393;13887;1.0436
Reggae;010be713;228675;12035;3233;0.2686;14630;1.2155
Reggae;010bfa12;230100;12783;3917;0.3064;16525;1.2926
Comedy;010c0213;230700;12142;3433;0.2827;15675;1.2909
Reggae;010c3812;234750;13041;4398;0.3372;16280;1.2483
Undefined;010c3e11;235200;13835;5013;0.3623;16517;1.1938
Soundtrack;010c4113;235425;12390;9797;0.7906;33523;2.7054
Reggae;010c4311;235575;13857;1876;0.1354;7762;0.5601
Reggae;010c7210;239100;14943;2625;0.1756;8269;0.5533
;010c8c12;241050;13391;2244;0.1675;7840;0.5854
Reggae;010c9511;241725;14219;1538;0.1081;7225;0.5081
;010d0912;250425;13180;4653;0.3530;26245;1.9912
Dance;010d1f10;252075;15754;3749;0.2380;16120;1.0231
Reggaeton;010d3012;253350;14075;1654;0.1175;7154;0.5082
Reggae;010d3112;253425;14079;5836;0.4145;17632;1.2523
Reggae;010d7111;258225;15189;2040;0.1343;7266;0.4783
Easy;010d7b12;258975;14387;2276;0.1582;8808;0.6121
Reggae;010d7c14;259050;12952;2299;0.1775;11241;0.8678
Punk;010d8513;259725;13669;3830;0.2802;12553;0.9183
Reggae;010de212;266700;14816;4135;0.2791;19768;1.3341
Reggae;010e2712;271875;15104;3007;0.1991;11303;0.7483
Reggae;010e5710;275475;17217;1047;0.0608;3277;0.1903
Reggae;010e6a11;276900;16288;4470;0.2744;21613;1.3269
Pop;010e8c11;279450;16438;3568;0.2170;14494;0.8817
General;010e8d12;279525;15529;3451;0.2222;16294;1.0492
Reggae;010ea911;281625;16566;9301;0.5614;35719;2.1561
;010eb412;282450;15691;1531;0.0975;4973;0.3169
Hip;010eb812;282750;15708;6455;0.4109;24587;1.5652
Reggae;010ebb14;282975;14148;2572;0.1817;7318;0.5172
Reggae;010ed114;284625;14231;1767;0.1241;8073;0.5672
;010eed11;286725;16866;2303;0.1366;8142;0.4827
Reggae;010ef211;287100;16888;1771;0.1049;5837;0.3456
Reggae;010ef314;287175;14358;1978;0.1377;7360;0.5125
Alternative;010ef510;287325;17957;2526;0.1406;8138;0.4531
Pop;010efd12;287925;15995;2965;0.1854;11215;0.7011
Country;010f0512;288525;16029;2864;0.1787;11506;0.7178
Reggae;010f0a12;288900;16050;2288;0.1426;8862;0.5521
Rap;010f1212;289500;16083;4637;0.2883;19452;1.2094
Pop;010f5322;294375;8658;4585;0.5295;19302;2.2293
Reggae;010f5a11;294900;17347;5148;0.2968;21206;1.2224
Reggae;010f5a12;294900;16383;1904;0.1162;9535;0.5819
Reggae;010f5e12;295200;16400;2960;0.1805;14009;0.8542
Dance;010f6c12;296250;16458;1088;0.0661;5422;0.3294
Drum;010f7711;297075;17475;4377;0.2505;17997;1.0298
;010f8012;297750;16541;4233;0.2559;14938;0.9030
Rap;010f8111;297825;17519;3450;0.1969;10958;0.6254
Dance;010f8512;298125;16562;473;0.0285;1917;0.1157
Reggae;010fac10;301050;18815;3511;0.1866;13122;0.6973
Reggae;010faf12;301275;16737;1927;0.1151;8303;0.4960
Reggae;010fb810;301950;18871;3837;0.2033;14481;0.7673
Reggae;010fd012;303750;16875;2738;0.1622;10720;0.6352
REGGAE;010fdb11;304575;17916;4231;0.2361;16037;0.8951
Reggae;010fdc12;304650;16925;950;0.0561;3258;0.1924
Reggae;010fdd12;304725;16929;5365;0.3169;25068;1.4807
Reggae;010fdf12;304875;16937;2437;0.1438;8213;0.4849
Dance;010fe011;304950;17938;4034;0.2249;12987;0.7239
;010fe412;305250;16958;5159;0.3042;23875;1.4078
Dub;010fea14;305700;15285;2356;0.1541;12040;0.7877
Pop;010ff813;306750;16144;3344;0.2071;12048;0.7462
Dance;010ffa12;306900;17050;539;0.0316;1907;0.1118
;01100711;307875;18110;5212;0.2878;20420;1.1275
Reggae;0110130f;308775;20585;2305;0.1119;10614;0.5156
;01102113;309825;16306;1526;0.0936;6499;0.3985
Reggae;01103114;311025;15551;421;0.0271;1514;0.0973
Reggae;01104d15;313125;14910;4251;0.2851;18585;1.2464
Reggae;01105212;313500;17416;1683;0.0966;6625;0.3803
Contemporary;01105b13;314175;16535;1406;0.0850;5542;0.3351
Dance;01105c11;314250;18485;2232;0.1207;10117;0.5472
Reggae;01106c10;315450;19715;3335;0.1691;11515;0.5840
Reggae;01107510;316125;19757;1637;0.0828;6392;0.3235
Reggae;01108614;317400;15870;2137;0.1346;8748;0.5512
Reggae;01108c12;317850;17658;1660;0.0940;6128;0.3470
Reggae;0110a111;319425;18789;4179;0.2224;14190;0.7552
Reggae;0110a512;319725;17762;1302;0.0733;5072;0.2855
Rap;0110ae11;320400;18847;1071;0.0568;4002;0.2123
Reggae;0110b312;320775;17820;4802;0.2694;21628;1.2136
Reggae;0110b711;321075;18886;5339;0.2827;19160;1.0144
Hip;0110b812;321150;17841;3963;0.2221;16193;0.9075
Dancehall;0110ba11;321300;18900;8422;0.4456;35568;1.8819
Reggae;0110d511;323325;19019;2217;0.1165;9902;0.5206
Reggae;0110da13;323700;17036;1995;0.1171;9027;0.5298
Pop;01110011;326550;19208;5582;0.2906;27002;1.4057
Reggae;01110411;326850;19226;6669;0.3469;21805;1.1341
;01111111;327825;14901;8600;0.5771;29442;1.9758
Reggae;01111b13;328575;17293;5024;0.2905;29886;1.7281
;01112311;329175;19363;2492;0.1287;9024;0.4660
Merengue;01112512;329325;18295;7268;0.3973;29384;1.6060
Ragga;01112e11;330000;19411;9144;0.4710;40580;2.0904
Reggae;01113010;330150;20634;5571;0.2700;19326;0.9365
Reggae;01113112;330225;18345;3645;0.1987;13471;0.7342
Dance;01114412;331650;18425;3798;0.2061;17302;0.9390
Reggae;01114c14;332250;16612;1753;0.1055;7582;0.4564
Reggae;01115012;332550;18475;4419;0.2392;14544;0.7872
Audiobook;01115013;332550;17502;3387;0.1935;12344;0.7052
Reggae;01115712;333075;18504;4197;0.2268;17014;0.9194
Reggae;01115b22;333375;9805;3075;0.3136;11979;1.2217
Karupop;01116a12;334500;18583;2716;0.1461;11461;0.6167
Rock;01117411;335250;19720;5743;0.2912;24265;1.2304
Pop;01118311;336375;19786;6298;0.3183;21806;1.1020
Hip;0111a525;338925;9160;5477;0.5980;21844;2.3846
Rap;0111a813;339150;17850;8435;0.4725;23974;1.3430
Reggae;0111b312;339975;18887;4098;0.2170;16620;0.8799
Pop;0111da11;342900;20170;1696;0.0840;7327;0.3632
Pop;0111db12;342975;19054;3813;0.2001;14381;0.7547
Rap;0111e012;343350;19075;4125;0.2162;16884;0.8851
Rap;0111f012;344550;19141;2201;0.1149;10086;0.5269
Reggae;0111f613;345000;18157;2534;0.1395;10808;0.5952
Dance;0111fd11;345525;20325;3122;0.1536;10018;0.4928
Reggae;01121f10;348075;21754;6852;0.3149;23503;1.0803
Reggae;01123112;349425;19412;3269;0.1684;12930;0.6660
;01123513;349725;18406;6840;0.3716;28428;1.5444
Pop;01123711;349875;20580;5373;0.2610;22506;1.0935
Reggae;01124612;351000;19500;2620;0.1343;9379;0.4809
Pop;01124711;351075;20651;6393;0.3095;21674;1.0495
World;01126510;353325;22082;5869;0.2658;28110;1.2729
Dance;01127213;354300;18647;3131;0.1679;9526;0.5108
Instrumental;01127812;354750;19708;3708;0.1881;13094;0.6643
Reggae;01127a14;354900;17745;3966;0.2235;17838;1.0052
Reggae;01128211;355500;20911;5750;0.2749;19087;0.9127
Reggae;01129012;356550;19808;5573;0.2813;21333;1.0769
Reggae;0112ac13;358650;18876;4106;0.2175;20641;1.0934
Reggae;0112b134;359025;6904;2219;0.3214;9658;1.3988
;0112b212;359100;19950;2855;0.1431;11180;0.5604
Reggae;0112bd31;359925;7345;3571;0.4862;25684;3.4966
Reggae;02001601;1800;1800;0;0.0000;0;0.0000
Reggae;02003401;4050;4050;0;0.0000;0;0.0000
Unknown;02004401;5250;5250;0;0.0000;0;0.0000
Humour;02005e01;7200;7200;0;0.0000;0;0.0000
Humour;02007001;8550;8550;0;0.0000;0;0.0000
;02007301;8775;8775;0;0.0000;0;0.0000
Alt;02007e01;9600;3200;4420;1.3815;9446;2.9518
Reggae;02008a01;10500;10500;0;0.0000;0;0.0000
Christmas;02008c01;10650;10650;0;0.0000;0;0.0000
Reggae;02008f01;10875;10875;0;0.0000;0;0.0000
Industrial;02009101;11025;11025;0;0.0000;0;0.0000
Christmas;02009501;11325;11325;0;0.0000;0;0.0000
Alternative;02009801;11550;3850;5340;1.3870;11396;2.9600
Bebob;02009a01;11700;3900;5411;1.3874;11556;2.9630
;02009b01;11775;3925;5446;1.3876;11631;2.9633
Reggae;02009c01;11850;11850;0;0.0000;0;0.0000
Christmas;02009e01;12000;12000;0;0.0000;0;0.0000
;0200a401;12450;4150;5741;1.3835;12264;2.9551
Reggae;0200a601;12600;12600;0;0.0000;0;0.0000
;0200a701;12675;4225;5870;1.3894;12521;2.9635
Pop;0200a901;12825;12825;0;0.0000;0;0.0000
Christmas;0200aa01;12900;12900;0;0.0000;0;0.0000
Rap;0200ab01;12975;12975;0;0.0000;0;0.0000
Christmas;0200ac01;13050;13050;0;0.0000;0;0.0000
Ambient;0200ad01;13125;13125;0;0.0000;0;0.0000
Latin;0200af01;13275;13275;0;0.0000;0;0.0000
Christmas;0200b001;13350;13350;0;0.0000;0;0.0000
Christmas;0200b201;13500;13500;0;0.0000;0;0.0000
Christmas;0200b301;13575;13575;0;0.0000;0;0.0000
;0200b401;13650;4550;6330;1.3912;13496;2.9661
;0200b501;13725;4575;6875;1.5028;15423;3.3711
;0200b801;13950;4650;6448;1.3868;13764;2.9600
Reggae;0200ba01;14100;14100;0;0.0000;0;0.0000
Other;0200bb01;14175;14175;0;0.0000;0;0.0000
Christmas;0200bc01;14250;14250;0;0.0000;0;0.0000
Reggae;0200bd01;14325;14325;0;0.0000;0;0.0000
Reggae;0200bf01;14475;14475;0;0.0000;0;0.0000
Pop;0200c001;14550;14550;0;0.0000;0;0.0000
Other;0200c201;14700;14700;0;0.0000;0;0.0000
;0200c301;14775;4925;7367;1.4959;16473;3.3447
Christmas;0200c401;14850;14850;0;0.0000;0;0.0000
;0200c501;14925;4975;6931;1.3931;14771;2.9690
Christmas;0200c701;15075;15075;0;0.0000;0;0.0000
Pop;0200c801;15150;15150;0;0.0000;0;0.0000
;0200c901;15225;5075;7072;1.3935;15071;2.9696
Pop;0200ca01;15300;15300;0;0.0000;0;0.0000
Reggae;0200cc01;15450;15450;0;0.0000;0;0.0000
Rock;0200cd01;15525;15525;0;0.0000;0;0.0000
Newage;0200ce01;15600;15600;0;0.0000;0;0.0000
Reggae;0200cf01;15675;15675;0;0.0000;0;0.0000
;0200d101;15825;7912;8760;1.1071;17521;2.2143
misc;0200d201;15900;15900;0;0.0000;0;0.0000
;0200d301;15975;5325;7930;1.4893;17673;3.3188
Reggae;0200d401;16050;16050;0;0.0000;0;0.0000
Reggae;0200d501;16125;16125;0;0.0000;0;0.0000
Christmas;0200d601;16200;16200;0;0.0000;0;0.0000
Electronic;0200d801;16350;16350;0;0.0000;0;0.0000
;0200d901;16425;16425;0;0.0000;0;0.0000
Metal;0200da01;16500;16500;0;0.0000;0;0.0000
Acoustic;0200db01;16575;16575;0;0.0000;0;0.0000
Blues;0200dc01;16650;16650;0;0.0000;0;0.0000
Rock;0200dd01;16725;16725;0;0.0000;0;0.0000
Dance;0200de01;16800;16800;0;0.0000;0;0.0000
Reggae;0200df01;16875;16875;0;0.0000;0;0.0000
Reggae;0200e001;16950;16950;0;0.0000;0;0.0000
Soundtrack;0200e101;17025;17025;0;0.0000;0;0.0000
Christmas;0200e201;17100;8550;9398;1.0991;18796;2.1983
Comedy;0200e301;17175;17175;0;0.0000;0;0.0000
Hip;0200e401;17250;17250;0;0.0000;0;0.0000
Metal;0200e501;17325;17325;0;0.0000;0;0.0000
JPop;0200e601;17400;17400;0;0.0000;0;0.0000
Christmas;0200e801;17550;17550;0;0.0000;0;0.0000
Reggae;0200e901;17625;17625;0;0.0000;0;0.0000
Pop;0200ea01;17700;17700;0;0.0000;0;0.0000
Reggae;0200eb01;17775;17775;0;0.0000;0;0.0000
Hard;0200ec01;17850;17850;0;0.0000;0;0.0000
BritPop;0200ed01;17925;5975;8345;1.3966;17778;2.9753
R;0200ef01;18075;18075;0;0.0000;0;0.0000
Folk;0200f001;18150;18150;0;0.0000;0;0.0000
Reggea;0200f101;18225;18225;0;0.0000;0;0.0000
Reggae;0200f201;18300;18300;0;0.0000;0;0.0000
Christmas;0200f301;18375;18375;0;0.0000;0;0.0000
R;0200f501;18525;18525;0;0.0000;0;0.0000
;0200f601;18600;18600;0;0.0000;0;0.0000
Latin;0200f701;18675;18675;0;0.0000;0;0.0000
;0200f801;18750;6250;8710;1.3937;18563;2.9700
JPop;0200f901;18825;18825;0;0.0000;0;0.0000
Raggae;0200fa01;18900;18900;0;0.0000;0;0.0000
;0200fb01;18975;6325;8840;1.3976;18828;2.9767
RN;0200fc01;19050;19050;0;0.0000;0;0.0000
Christmas;0200ff01;19275;19275;0;0.0000;0;0.0000
Reggae;02010001;19350;19350;0;0.0000;0;0.0000
Rap;02010101;19425;19425;0;0.0000;0;0.0000
JPop;02010301;19575;19575;0;0.0000;0;0.0000
Reggae;02010401;19650;19650;0;0.0000;0;0.0000
Christmas;02010501;19725;19725;0;0.0000;0;0.0000
Ja;02010701;19875;19875;0;0.0000;0;0.0000
;02010801;19950;19950;0;0.0000;0;0.0000
Pop;02010901;20025;20025;0;0.0000;0;0.0000
Reggae;02010a01;20100;20100;0;0.0000;0;0.0000
Christmas;02010b01;20175;20175;0;0.0000;0;0.0000
Classic;02010f01;20475;20475;0;0.0000;0;0.0000
Christmas;02011101;20625;20625;0;0.0000;0;0.0000
Indie;02011201;20700;20700;0;0.0000;0;0.0000
;02011401;20850;6950;9724;1.3991;20706;2.9792
Hip;02011501;20925;6975;9736;1.3959;20739;2.9733
Reggae;02011701;21075;21075;0;0.0000;0;0.0000
Reggae;02011901;21225;21225;0;0.0000;0;0.0000
Reggae;02011a01;21300;7100;9936;1.3995;21156;2.9797
;02011e01;21600;21600;0;0.0000;0;0.0000
;02012001;21750;7250;10148;1.3997;21596;2.9787
Christmas;02012201;21900;21900;0;0.0000;0;0.0000
Dance;02012501;22125;22125;0;0.0000;0;0.0000
Hip;02012901;22425;22425;0;0.0000;0;0.0000
;02012d01;22725;22725;0;0.0000;0;0.0000
Reggae;02013101;23025;23025;0;0.0000;0;0.0000
Rap;02013401;23250;23250;0;0.0000;0;0.0000
Pop;02013901;23625;23625;0;0.0000;0;0.0000
J;02013d01;23925;23925;0;0.0000;0;0.0000
;02015601;25800;25800;0;0.0000;0;0.0000
Reggae;02016801;27150;27150;0;0.0000;0;0.0000
Reggae;02017501;28125;28125;0;0.0000;0;0.0000
Synthpop;02018101;29025;29025;0;0.0000;0;0.0000
Vocal;0201dd01;35925;35925;0;0.0000;0;0.0000
d;0201ea01;36900;36900;0;0.0000;0;0.0000
Rap;0202e801;55950;55950;0;0.0000;0;0.0000
Hip;0202f901;57225;57225;0;0.0000;0;0.0000
Reggae;02030801;58350;58350;0;0.0000;0;0.0000
Noisecore;02031d01;59925;59925;0;0.0000;0;0.0000
;02032b01;60975;60975;0;0.0000;0;0.0000
Unknown;02037101;66225;66225;0;0.0000;0;0.0000
reggaeton;02037401;66450;66450;0;0.0000;0;0.0000
Reggae;02050701;96675;96675;0;0.0000;0;0.0000
Space;02050901;96825;96825;0;0.0000;0;0.0000
Ballad;02052801;99150;99150;0;0.0000;0;0.0000
Ambient;02053001;99750;99750;0;0.0000;0;0.0000
Reggae;02054001;100950;100950;0;0.0000;0;0.0000
Prog;02055501;102525;102525;0;0.0000;0;0.0000
;02056301;103575;103575;0;0.0000;0;0.0000
Reggae;0205b701;109875;109875;0;0.0000;0;0.0000
Comedy;02061e01;117600;117600;0;0.0000;0;0.0000
Progressive;02062b01;118575;118575;0;0.0000;0;0.0000
Comedy;0206c001;129750;129750;0;0.0000;0;0.0000
JRock;0206cc01;130650;130650;0;0.0000;0;0.0000
Black;0206df01;132075;132075;0;0.0000;0;0.0000
Comedy;02070501;134925;134925;0;0.0000;0;0.0000
Reggae;02073001;138150;138150;0;0.0000;0;0.0000
Dance;02073101;138225;138225;0;0.0000;0;0.0000
Reggae;02073f01;139275;139275;0;0.0000;0;0.0000
Vocal;02074001;139350;139350;0;0.0000;0;0.0000
Reggae;02077b01;143775;143775;0;0.0000;0;0.0000
Country;0207c415;149250;7107;4742;0.6673;15743;2.2150
Reggae;0207e101;151425;151425;0;0.0000;0;0.0000
Reggae;0207e201;151500;151500;0;0.0000;0;0.0000
Reggae;02082801;156750;156750;0;0.0000;0;0.0000
Reggae;02087001;162150;162150;0;0.0000;0;0.0000
Vocal;02087701;162675;162675;0;0.0000;0;0.0000
Latin;02087c01;163050;163050;0;0.0000;0;0.0000
Reggae;0208a701;166275;166275;0;0.0000;0;0.0000
Reggae;0208f501;172125;172125;0;0.0000;0;0.0000
Ambient;02091b01;174975;174975;0;0.0000;0;0.0000
xx;02093901;177225;177225;0;0.0000;0;0.0000
Rap;02094801;178350;178350;0;0.0000;0;0.0000
Electronic;02095101;179025;179025;0;0.0000;0;0.0000
Melodic;02096001;180150;180150;0;0.0000;0;0.0000
Ambient;02097201;181500;181500;0;0.0000;0;0.0000
;02097801;181950;181950;0;0.0000;0;0.0000
Reggaeton;02099a01;184500;184500;0;0.0000;0;0.0000
Avantgarde;0209a101;185025;185025;0;0.0000;0;0.0000
Hard;020a1e01;194400;194400;0;0.0000;0;0.0000
;020a3e01;196800;196800;0;0.0000;0;0.0000
reggae;020a7601;201000;201000;0;0.0000;0;0.0000
Reggae;020a7901;201225;201225;0;0.0000;0;0.0000
reggae;020a7c01;201450;201450;0;0.0000;0;0.0000
Health;020a8501;202125;202125;0;0.0000;0;0.0000
Reggae;020a8f01;202875;202875;0;0.0000;0;0.0000
Reggae;020abb01;206175;206175;0;0.0000;0;0.0000
Raw;020af901;210825;210825;0;0.0000;0;0.0000
Vocal;020b0b01;212175;212175;0;0.0000;0;0.0000
;020b1501;212925;212925;0;0.0000;0;0.0000
Meditative;020b3001;214950;214950;0;0.0000;0;0.0000
Dance;020b5701;217875;217875;0;0.0000;0;0.0000
Ska;020b7d12;220725;12262;1732;0.1412;7268;0.5927
Reggae;020ba701;223875;223875;0;0.0000;0;0.0000
Reggae;020bb013;224550;11818;2235;0.1891;9590;0.8114
;020bb801;225150;112575;113423;1.0075;226846;2.0150
Reggae;020bc212;225900;12550;1820;0.1450;8285;0.6601
Sermon;020bc801;226350;226350;0;0.0000;0;0.0000
Avantgarde;020be501;228525;228525;0;0.0000;0;0.0000
;020bec01;229050;229050;0;0.0000;0;0.0000
Ska;020bf011;229350;13491;1920;0.1423;9713;0.7199
Black;020bff01;230475;230475;0;0.0000;0;0.0000
Jazz;020c1801;232350;232350;0;0.0000;0;0.0000
Reggae;020c4c12;236250;13125;2570;0.1958;8214;0.6258
Reggae;020c7314;239175;11958;1558;0.1303;5415;0.4528
rap;020c8a01;240900;240900;0;0.0000;0;0.0000
Reggae;020c9f01;242475;242475;0;0.0000;0;0.0000
Reggae;020ca212;242700;13483;5786;0.4291;22930;1.7006
Ambient;020cae01;243600;243600;0;0.0000;0;0.0000
Latin;020cb401;244050;244050;0;0.0000;0;0.0000
Reggae;020cba12;244500;13583;2765;0.2035;10672;0.7856
Rap;020cd511;246525;14501;1668;0.1150;6733;0.4642
Hip;020cf212;248700;13816;3775;0.2732;18189;1.3164
Reggae;020d0301;249975;249975;0;0.0000;0;0.0000
Drum;020d2801;252750;252750;0;0.0000;0;0.0000
Reggae;020d3412;253650;14091;3940;0.2796;17412;1.2356
Reggae;020d3b14;254175;12708;1153;0.0907;4325;0.3403
Mix;020d4f01;255675;255675;0;0.0000;0;0.0000
;020d5f01;256875;256875;0;0.0000;0;0.0000
Reggae;020d7812;258750;14375;3162;0.2199;12153;0.8454
Reggae;020d7b14;258975;12948;2288;0.1766;11163;0.8620
Reggae;020d8011;259350;15255;1851;0.1213;7273;0.4767
Audio;020d8d01;260325;260325;0;0.0000;0;0.0000
Reggae;020da112;261825;14545;3654;0.2512;12756;0.8769
Speech;020dac01;262650;262650;0;0.0000;0;0.0000
Reggae;020dac12;262650;14591;1193;0.0817;3781;0.2591
